,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
1272,مصمم إعلان,13/06/1444,وكالة الرؤية الرقمية للدعاية والاعلان,4-1984178,خاص,صغيرة فئة أ,مؤسسات ووكالات الدعاية والاعلان,"['Language data', 'انجليزي', 'متوسط']",المنطقة الشرقية,SAYHAT...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026394812,0,Male,4000.0
1273,قهوجي,13/06/1444,مقهى زاوية روزا لتقديم المشروبات,17-1987478,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),Unknown,حائل,HAIL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026394806,0,Both,4000.0
1274,موظف استقبال فندق,13/06/1444,شقق احلى الايام للوحدات السكنية المفروشة,9-1114133,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'معرفة التعامل مع برنامج نزيل', 'متوسط', 'Language data', 'الانجليزية', 'مبتدئ']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026394783,0,Male,4000.0
1276,مهندس كهربائي,12/06/1444,مكتب معاذ احمد علي القحطاني للاستشارات الهندسية,1-2572070,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'اتقان استخدام برامج الهندسة ', 'محترف', 'Language data', 'الانجليزية ', 'متوسط', 'Professional certificate \\ License data', 'رخصة هيئة المهندسين ', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026394535,2,Both,6000.0
1277,حاضنة أطفال,12/06/1444,مركز عوامل النجاح ضيافة الأطفال الأهلية,1-2531653,خاص,صغيرة فئة أ,مراكز ضيافة الأطفال الأهلية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', '600']",دوام كامل,0 / 4,20202026394445,0,Female,4000.0
1278,فني تدفئة وتهوية وتكييف,12/06/1444,شركة السبع سنابل (شركة شخص واحد),9-1491480,خاص,متوسطة فئة أ,إصلاح وصيانة محطات الطاقة الكهربائية والمحولات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026394312,2,Male,4000.0
1279,فني هندسة كهربائية,12/06/1444,شركة السبع سنابل (شركة شخص واحد),9-1491480,خاص,متوسطة فئة أ,إصلاح وصيانة محطات الطاقة الكهربائية والمحولات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026394304,0,Male,4000.0
1280,مندوب مبيعات,12/06/1444,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,4-1961609,خاص,صغيرة فئة ب,"صناعة الحلويات السكرية ، يشمل ( الملبس و الكراميل والتوفي والنوغا "" راحة الحلقوم"" )","['Skill data', 'التسويق ', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,AD DAMMAM...,"['Salary', '4000.0', 'Benefits', 'عمولات ']",دوام كامل,0 / 3,20202026394118,2,Both,4000.0
1281,فني كهربائي أنظمة حماية كهربائية,12/06/1444,مؤسسة ربيع محمد صلاح الدين معاد للتجارة,9-2090116,خاص,صغيرة فئة أ,تركيب وصيانة أجهزة ومعدات الإطفاء,"['Skill data', 'التعامل مع انظمة السلامة الكهربائية ', 'متوسط', 'Microsoft Office ', 'محترف', 'Language data', 'العربية ', 'محترف', 'الانجليزية ', 'محترف', 'Professional certificate \\ License data', 'هيئة المهندسين - فني كهربائي ', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '4900.0']",دوام كامل,0 / 1,20202026394070,0,Male,4900.0
1282,بائع,12/06/1444,شركة ايوان المذاق للتجارة شركة شخص واحد,1-2435162,خاص,صغيرة فئة ب,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026393843,0,Female,5000.0
1283,أخصائي تمريض,12/06/1444,شركة التناسق الطبية,1-2291541,خاص,صغيرة فئة ب, مستشفيات الرعاية الطبية الممتدة والنقاهة,"['Skill data', 'اللباقة وحسن المظهر ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026393800,0,Female,5000.0
1284,أخصائي مختبرات طبية,12/06/1444,شركة كيان المدينة الطبي شركة شخص واحد,10-1962405,خاص,صغيرة فئة ب,المجمعات الطبية العامة,Unknown,المدينة المنورة,ABU KABIR...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026393715,2,Female,4500.0
1285,أخصائي مبيعات,11/06/1444,شركة أليفة للتجارة,1-1116991,خاص,متوسطة فئة ب,أنشطة إيواء الحيوانات مع تقديم الرعاية الصحية اللازمة والعلاج,"['Skill data', 'مهارات استخدام الحاسب الآلي ', 'متوسط', 'مهارات التواصل و خدمة العملاء', 'محترف', 'Language data', 'اللغة الانجليزية ', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5500.0']",دوام كامل,0 / 6,20202026393568,0,Both,5500.0
1286,مهندس مدني,11/06/1444,شركة الإنشاءات السعودية,1-267458,خاص,صغيرة فئة ب,ترميمات المباني (التاريخية والتراثية والأثرية),Unknown,الرياض,ABA ASLAB...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026393360,2,Male,7000.0
1287,محامي,26/06/1444,مجموعة عبدالمجيد صالح القرشي للمحاماة,13-1184316,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,"['Skill data', 'اجادة استخدام برامج مايكروسوفت', 'محترف', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'رخصة المحاماة ', 'مفيد']",مكة المكرمة,MAKKAH AL...,"['Salary', '5500.0']",دوام كامل,0 / 2,20202026405439,2,Male,5500.0
1288,طبيب أسنان عام,26/06/1444,جمعية الصفا الخيرية بصفوى,5-311,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,Unknown,المنطقة الشرقية,ABRAQIYAH...,"['Salary', '6000.0']",دوام كامل,0 / 2,20202026405111,0,Both,6000.0
1289,كاتب علاقات حكومية,26/06/1444,مجموعة رمز للاستشارات المهنية,1-2339293,خاص,متوسطة فئة أ,أنشطة الاستشارات البيئية,"['Skill data', 'مهاره في القياده والاشراف', 'محترف', 'مهارات الاتصال وفن التعامل مع الآخرين', 'محترف', 'مهاره عاليه في الاتصال وإعداد التقارير', 'متوسط', 'معرفه تامه في التشريعات والقوانين والانظمه', 'متوسط', 'Professional certificate \\ License data', 'الثانوية فما اعلي ', 'مفيد']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'بدل وقود ونقل 500 ريال ']",دوام كامل,0 / 1,20202026404906,4,Male,4000.0
1290,سائق حافلة,26/06/1444,مدارس سفراء المستقبل الاهلية,9-166049,خاص,صغيرة فئة ب,التعليم في مرحلة ما قبل المدرسة - رياض الأطفال بمنهج وطني,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '3000.0', 'Benefits', '0']",دوام كامل,0 / 2,20202026404612,0,Male,3000.0
1291,رئيس منظمة غير ربحية,25/06/1444,جمعية ريادة لبناء وتطوير القدرات الشبابية,13-1999179,خاص,صغيرة فئة أ,المؤسسات والهيئات الدينية غير ما ذكر فيما سبق .,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026404472,4,Both,6000.0
1292,مشغل آلات تصنيع منتجات بلاستيكية,25/06/1444,شركة مدينه الاواني للصناعة,9-2008633,خاص,صغيرة فئة ب,صناعة البلاستيك (اللدائن ) في أشكالها الأولية,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 3,20202026404407,0,Male,4000.0
1293,عامل تصنيع,25/06/1444,شركة مدينه الاواني للصناعة,9-2008633,خاص,صغيرة فئة ب,صناعة البلاستيك (اللدائن ) في أشكالها الأولية,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026404405,0,Male,4000.0
1294,فني دعم تقنية معلومات,25/06/1444,شركة خالد آرت المحدودة شركة شخص واحد,4-1946208,خاص,صغيرة فئة ب,Unknown,"['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026404297,2,Male,4000.0
1295,أخصائي تسويق,25/06/1444,مخابز اجياد الشرق,4-1964267,خاص,صغيرة فئة ب,صناعة الحلويات الشعبية والشرقية بمختلف أنواعها,"['Skill data', 'تسويق الكتروني ', 'محترف', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'دبلوم', 'مفيد']",المنطقة الشرقية,SAYHAT...,"['Salary', '4000.0', 'Benefits', 'الراتب حسب المقابلة']",دوام كامل,0 / 1,20202026404072,0,Both,4000.0
1296,مدير إداري,25/06/1444,مكتب تصميم المشاريع للاستشارات الهندسية,4-1990473,خاص,Unknown,Unknown,Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '12400.0']",دوام كامل,0 / 1,20202026404052,7,Male,12400.0
1297,محاسب,25/06/1444,مكتب هيثم حسين الناصرللمحاسبة والمراجعة,4-43469,خاص,صغيرة فئة ب,أنشطة المراجعة وتدقيق الحسابات,"['Skill data', 'الحاسوب', 'متوسط', 'Professional certificate \\ License data', 'شهادة تسجيل الهيئة السعودية للمراجعين والمحاسبيين', 'ضروري', 'السيرة الذاتية', 'ضروري']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '6000.0']",دوام كامل,0 / 2,20202026404049,0,Female,6000.0
1298,بائع مأكولات ومشروبات,25/06/1444,شركة فيض الغذاء المحدودة شركة شخص واحد,9-1968507,خاص,صغيرة فئة ب,البيع بالتجزئة للشوكولاتة و الكاكاو,"['Skill data', 'استخدام الحاسب الآلي', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4200.0', 'Benefits', 'تأمين طبي حسب سياسة المنشأة']",دوام كامل,0 / 8,20202026404046,0,Both,4200.0
1299,مساعد إداري,25/06/1444,شركة المهندس نزار الكردي الملي للاستشارات الهندسية شركة مهنية,1-2625343,خاص,صغيرة فئة ب,مختبرات التشييد ومواد البناء,Unknown,القصيم,BURAYDAH...,"['Salary', '4000.0']",عمل عن بعد,0 / 2,20202026404037,0,Both,4000.0
1300,مهندس صناعي,25/06/1444,شركة تقنية السلامة البيئية للخدمات المتخصصة,4-90690,خاص,صغيرة فئة ب,تقديم خدمات تسويقية نيابةً عن الغير,"['Language data', 'الانجليزي', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026404034,0,Male,5000.0
1301,مدير متجر,25/06/1444,مؤسسة ركن تزويد التجارية,3-1979784,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لقطع الغيار الجديده للسيارات وتوابعها (وتشمل زينة السيارات),Unknown,القصيم,BURAYDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026403994,0,Male,4000.0
1302,بائع,25/06/1444,مؤسسة كعك وكيك التجارية,9-145078,خاص,صغيرة فئة ب,البيع بالتجزئة للشوكولاتة و الكاكاو,"['Skill data', 'مبيعات', 'متوسط', 'Language data', 'الإنجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 3,20202026403775,0,Female,4000.0
1303,حاضنة أطفال,24/06/1444,مركز لعبه وقلم التجاري,9-1792523,خاص,صغيرة فئة ب,أنشطة وكالات السياحة والسفر,"['Skill data', 'العمل مع الفريق', 'محترف', 'التعامل مع الأزمات', 'محترف', 'Language data', 'العربية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '3500.0']",دوام كامل,0 / 1,20202026403526,0,Female,3500.0
1304,محاسب,24/06/1444,شركة نجمة العالم للتجارة,4-1958086,خاص,متوسطة فئة أ,البيع بالتجزئة للفواكه والخضروات الطازجة والمحفوظة,"['Skill data', 'مايكروسوفت اوفيس Microsoft office', 'متوسط', 'العمل الجماعي Teamwork ', 'متوسط', 'التنظيم  Organization ', 'متوسط', 'حس المسؤولية Responsibility ', 'متوسط', 'المهارات الحاسوبية Computer ', 'متوسط', 'المهارات الحسابية Mathematics ', 'متوسط', 'Language data', 'اللغة العربية ', 'محترف', 'اللغة الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'الشهادة في الهيئة المحاسبية ', 'ضروري']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '6000.0', 'Benefits', 'تأمين طبي ', 'إجازة سنوية 21 يوم ']",دوام كامل,0 / 1,20202026403197,0,Both,6000.0
