,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
80,حارس أمن,28/04/1444,شركة شبلا للحراسات الامنية شركة شخص واحد,1-284490,خاص,كبيرة,الحراسة الأمنية المدنية الخاصة,Unknown,الرياض,ABA ASLAB...,"['Salary', '3640.0']",دوام كامل,0 / 4,20202026298810,0,Male,3640.0
81,طبيب أمراض جلدية,28/04/1444,شركة العلاج البديل الطبية,9-1382513,خاص,صغيرة فئة ب,مراكز الطب البديل والتكميلي,"['Language data', 'انجليزية', 'محترف', 'Professional certificate \\ License data', 'الهيئة التخصصات', 'ضروري', 'شهادة الليزر', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '8000.0', 'Benefits', 'عمولة على الدخل']",دوام كامل,0 / 2,20202026298757,4,Both,8000.0
82,أخصائي تسويق,28/04/1444,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,9-2017824,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'مهارات التواصل', 'محترف', 'القدرة على تحمل الضغط', 'محترف', 'القدرة على الابداع وتبنْي افكار جديدة', 'محترف', 'Language data', 'انجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026298629,7,Both,8000.0
83,نادل,28/04/1444,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,9-2017824,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'اللباقة وحسن المظهر', 'محترف', 'مهارات التواصل ', 'محترف', 'العمل تحت الضغط', 'محترف', 'لغة انجليزية', 'متوسط', 'Language data', 'انجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026298579,0,Both,5000.0
84,موظف صندوق محاسبة,28/04/1444,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,9-2017824,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'مهارات التواصل', 'محترف', 'التركيز والعمل تحت الضغط ', 'محترف', 'Language data', 'الانجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026298550,0,Both,4000.0
85,كاتب موارد بشرية,28/04/1444,شركة القدرات الوطنية للخدمات التجارية,15-1701226,خاص,متوسطة فئة أ,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),"['Skill data', 'برامج مايكروسوف اوفيس', 'متوسط', 'مهارة التواصل ', 'متوسط', 'Language data', 'الانجليزية', 'متوسط', 'العربية', 'محترف']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026298502,0,Female,5000.0
86,معلم ثانوي أحياء,28/04/1444,شركه الرشد التعليميه المحدوده,1-222221,خاص,متوسطة فئة ب,التعليم الابتدائي للطلاب بمنهج وطني,"['Skill data', 'التدريس', 'محترف', 'Professional certificate \\ License data', 'بكالوريوس', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026298458,2,Male,4000.0
87,معلم ثانوي لغة عربية,28/04/1444,مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,9-90208,خاص,متوسطة فئة ب,التعليم الابتدائي المختلط، يشمل مدارس الجاليات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 3,20202026298451,0,Male,5500.0
88,مساعد إداري,28/04/1444,فوال طيبات خلوفه لتقديم الوجبات,1-1328981,خاص,متوسطة فئة ج,محلات تقديم وجبات الفول و الحمص و الكبدة والبليلة والبازلاء و المطبق وما شابهها,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026298299,0,Male,4000.0
89,أخصائي تسويق,27/04/1444,شركة ايرادات للخدمات العقارية,1-2042663,خاص,صغيرة فئة أ,أنشطة إدارة العقارات مقابل عمولة,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026298023,2,Male,7000.0
90,أخصائي عمليات موارد بشرية,27/04/1444,شركة أمان التنمية المحدودة,11-1784778,خاص,صغيرة فئة ب,إدارة وتأجير المخازن ذاتية التخزين,"['Skill data', 'الحاسب الالي ', 'متوسط', 'Language data', 'الانجليزية ', 'متوسط']",عسير,KHAMIS MU...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026297872,2,Both,4000.0
91,محاسب,27/04/1444,شركة دهونت ثيرمال سالوشانز للصناعة المحدودة,6-11710,خاص,متوسطة فئة أ,صناعة حديد الزهر ما في ذلك مسبوكات حديد الصلب والزهر,"['Skill data', 'حاسب', 'متوسط', 'Language data', 'انجليزية', 'متوسط']",المنطقة الشرقية,AL JUBAIL...,"['Salary', '5250.0', 'Benefits', 'بدل نقل 450 ريال', '', 'اجازة يومي الجمعة والسبت']",دوام كامل,0 / 1,20202026297715,2,Male,5250.0
92,أخصائي تسويق,27/04/1444,شركة علي ناصر النصار وشركاه,15-3317,خاص,متوسطة فئة ب,البيع بالجملة لقطع غيار معدات وآلات البناء,"['Skill data', 'خبرة في مجال بيع الانابيب وتوصيلاتها ', 'متوسط', 'Language data', 'الانجليزية ', 'محترف', 'Professional certificate \\ License data', 'هندسة ', 'ضروري']",المنطقة الشرقية,ABRAQIYAH...,"['Salary', '5000.0', 'Benefits', 'بعد المقابلة ']",دوام كامل,0 / 2,20202026297610,2,Both,5000.0
93,بائع مأكولات ومشروبات,27/04/1444,شركة شاورما وصوص للوجبات السريعة شركة شخص واحد,13-1991284,خاص,متوسطة فئة أ,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'القدرة على الاداء تحت الضغط', 'محترف', 'القدرة على التواصل الفعال مع الاخرين', 'محترف', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'الشهادة الصحية الموحدة', 'مفيد']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'مكافأت شهرية ', 'حوافز اسبوعية']",دوام كامل,0 / 10,20202026297558,0,Both,4000.0
94,مهندس ميكانيكي,27/04/1444,شركة الصخور العربية للصناعة,1-330053,خاص,صغيرة فئة ب,تركيب وصيانة أجهزة ومعدات الإنذار من الحريق,"['Language data', 'اللغة الانجليزية ', 'متوسط']",الرياض,ABA ASLAB...,"['Salary', '7000.0', 'Benefits', '  ']",دوام كامل,0 / 1,20202026287302,0,Male,7000.0
95,مهندس مدني,27/04/1444,شركة الصخور العربية للصناعة,1-330053,خاص,صغيرة فئة ب,تركيب وصيانة أجهزة ومعدات الإنذار من الحريق,"['Language data', 'الانجليزية ', 'متوسط']",الرياض,ABA ASLAB...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026287296,0,Male,7000.0
96,فني مختبر طبي,27/04/1444,شركة مجمع الرحمة الطبي,1-1080292,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 5,20202026287277,2,Both,5000.0
97,فني هندسة ميكانيكية,27/04/1444,مؤسسة جازي  للمقاولات,1-364401,خاص,صغيرة فئة ب,تركيب وصيانة المصاعد,Unknown,الباحة,AL BAHA...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026287185,0,Male,4000.0
98,فني هندسة إلكترونية,27/04/1444,مؤسسة جازي  للمقاولات,1-364401,خاص,صغيرة فئة ب,تركيب وصيانة المصاعد,Unknown,الباحة,AL BAHA...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026287130,0,Male,4000.0
99,أخصائي عمليات موارد بشرية,27/04/1444,شركة حديد السد للصناعة,1-1263234,خاص,متوسطة فئة ب,صناعة منتجات أولية من الحديد على شكل كتل من الركائز والمخلفات بعد إعادة صهرها,"['Skill data', 'اعداد الرواتب', 'متوسط', 'مطلع على قانون العمل السعودي', 'متوسط', 'عمل على المواقع الحكومية المخصصه للموارد', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026287095,2,Male,8000.0
100,سكرتير,27/04/1444,شركة تنمية للمقاولات شركة شخص واحد,10-1973293,خاص,صغيرة فئة ب,إنشاء المحطات والخطوط الرئيسية لتوزيع المياه,"['Skill data', 'اجادة استخدام الحاسب الالي', 'متوسط']",المدينة المنورة,AL MADINA...,"['Salary', '4000.0']",دوام كامل,0 / 3,20202026286678,0,Both,4000.0
101,بائع,27/04/1444,مؤسسة عبدالله صباح فهد العنزي التجارية,25-1946689,خاص,صغيرة فئة أ,البيع بالتجزئة للساعات بأنواعها,Unknown,الرياض,AL KHARJ...,"['Salary', '4000.0', 'Benefits', 'يتم الاتفاق عليها عند العمل ']",دوام كامل,0 / 1,20202026286677,0,Female,4000.0
102,مشرف مسكن,27/04/1444,شركه افراس للتجاره والمقاولات,1-1755170,خاص,عملاقة,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026286670,0,Both,4000.0
103,مساعد إداري,27/04/1444,مؤسسة حديقة الطفل الأهلية,1-1807537,خاص,صغيرة فئة ب,التعليم في مرحلة ما قبل المدرسة - رياض الأطفال بمنهج وطني,"['Skill data', 'لغه انجليزيه', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",عمل عن بعد,0 / 2,20202026286665,0,Both,4000.0
104,سكرتير تنفيذي,26/04/1444,مؤسسة رحلة الإنجاز للمقاولات,13-1737029,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026286658,2,Male,4000.0
105,مصمم وسائط متعددة,26/04/1444,شركة عروبة الشرق للتجارة شركة شخص واحد,1-371586,خاص,متوسطة فئة أ,بيع وتركيب معدات الفنادق والمطاعم والمطابخ والمغاسل الاتوماتيكية بالتجزئة,"['Skill data', 'تصميم ', 'متوسط', 'Language data', 'انجليزي ', 'متوسط', 'Professional certificate \\ License data', 'مصمم', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', 'عمولات وزياده في حال اتقان العمل ']",دوام كامل,0 / 2,20202026276541,0,Both,5000.0
106,أخصائي تسويق,26/04/1444,معهد الثقه الفائزة للتدريب,9-163097,خاص,صغيرة فئة ب,بيع وتركيب معدات الفنادق والمطاعم والمطابخ والمغاسل الاتوماتيكية بالتجزئة,"['Skill data', 'تصميم إعلانات', 'متوسط', 'خدمة العملاء', 'متوسط', 'مبيعات', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026276518,0,Male,4500.0
107,سائق شاحنة ثقيلة,26/04/1444,شركة الاتحاد السريع,2-1947065,خاص,متوسطة فئة أ,أنشطة اخرى خاصة بالنقل البري للبضائع,"['Skill data', 'سائق شاحنة', 'متوسط']",الرياض,ABA AL KI...,"['Salary', '5500.0', 'Benefits', 'نسبة على الرد ']",دوام كامل,0 / 3,20202026276321,2,Both,5500.0
108,محلل نظم المعلومات,26/04/1444,شقق لجين الغربية للوحدات السكنية المفروشة,9-1145084,خاص,صغيرة فئة ب,أنشطة اخرى خاصة بالنقل البري للبضائع,"['Skill data', 'برامج المايكروسوفت اوفيس', 'محترف', 'Language data', 'لغة انجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026276207,2,Both,4000.0
109,مدير عمليات موارد بشرية,26/04/1444,شركة قوافل الكمال للتجارة,13-1959212,خاص,متوسطة فئة ب,مراكز ضيافة الأطفال الأهلية,"['Skill data', 'الالمام بكافة قوانين مكتب العمل', 'محترف', 'تدريب الموظفين', 'محترف', 'استخدام برامج الاوفس', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0', 'Benefits', 'تامين طبي وتامين اجتماعي']",دوام كامل,0 / 1,20202026276148,7,Both,6000.0
110,سكرتير,25/04/1444,المكتب التعاوني للدعوة والارشاد وتوعية الجاليات با,1-1386640,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,Unknown,الرياض,AR RIYADH...,"['Salary', '3000.0']",دوام كامل,0 / 2,20202026276073,0,Both,3000.0
